code,name,text,type_code,traits,pack_code,illustrator,image_url,xp,faction_code
06226,Moon Lizard,"Hunter. Moon Lizard can only enter [[Cave]] locations. While Moon Lizard is engaged with an investigator, X is that investigator's alarm level. Otherwise, X is 5.",enemy,Monster|Elite,dsm,Rhonda Libbey,https://arkhamdb.com/bundles/cards/06226.jpg,0,mythos
06227,Moonbound Byakhee,"Spawn - Nearest [[Surface]] location. Prey - Highest alarm level (3 or more only). Alert. Hunter. While moving or engaging, Moonbound Byakhee ignores investigators with an alarm level of 2 or less.",enemy,Monster|Byakhee,dsm,Rick Sardinha,https://arkhamdb.com/bundles/cards/06227.jpg,0,mythos
06228,Cats from Saturn,Hunter. Swarming X. X is your alarm level (or the highest alarm level among investigators if there is no active investigator). Forced - After the host Cats from Saturn moves or is evaded: Discard 1 of its swarm cards.,enemy,Creature|Monster,dsm,Ethan Patrick Harris,https://arkhamdb.com/bundles/cards/06228.jpg,0,mythos
06229,Moon-Beast,Retaliate. Forced - After Moon-Beast enters play: Raise each investigator's alarm level by 1. Forced - After you defeat Moon-Beast: Reduce each investigator's alarm level by 1.,enemy,Monster|Servitor,dsm,Stephen Somers,https://arkhamdb.com/bundles/cards/06229.jpg,0,mythos
06230,Close Watch,"Revelation - Test [agility] (4). If you fail, you must either discard the asset you control with the highest printed cost, or raise your alarm level by 1.",treachery,Scheme,dsm,Patrick McEvoy,https://arkhamdb.com/bundles/cards/06230.jpg,0,mythos
06231,Forced into Hiding,"Revelation - Test [willpower] (X), where X is your alarm level. - If you fail, lose 1 action. - If you fail by 3 or more, lose 2 actions instead. - If you fail by 5 or more, lose 3 actions instead.",treachery,Terror,dsm,Aleksander Karcz,https://arkhamdb.com/bundles/cards/06231.jpg,0,mythos
06232,Lunar Patrol,"Revelation - Attach to your location. [action]: Test [agility] (3) to lose the patrol. If you succeed, discard Lunar Patrol. Forced - When an investigator leaves attached location: Raise that investigator's alarm level by 1.",treachery,Scheme,dsm,Robert Laskey,https://arkhamdb.com/bundles/cards/06232.jpg,0,mythos
06233,False Awakening,"False Awakening begins each game next to the agenda deck, with 1 doom on it. [action]: Test any skill (2). This test gets +1 [per_investigator] difficulty. If you succeed, remove False Awakening from the game. Any investigator may trigger this ability.",treachery,Curse,dsm,Adam S. Doyle,https://arkhamdb.com/bundles/cards/06233.jpg,0,neutral
6155,Tetsuo Mori,Tetsuo Mori may be assigned damage and/or horror dealt to other investigators at your location. [reaction] When Tetsuo Mori is defeated: Choose an investigator at your location. That investigator searches either their discard pile or the top 9 cards of their deck for an [[Item]] asset and adds it to their hand. Shuffle their deck if it is searched.,asset,Ally|Police,tsh,Jeff Lee Johnson,https://arkhamdb.com/bundles/cards/06155.jpg,0,guardian
6156,"""Fool me once...""","Fast. Play when you would discard a treachery card after resolving any of its effects. Put ""Fool me once..."" into play in your play area and attach that treachery to it. [reaction] When any investigator draws a copy of the attached treachery card, discard ""Fool me once..."": Cancel that card's revelation effect.",event,Insight|Tactic,tsh,Patrick McEvoy,https://arkhamdb.com/bundles/cards/06156.jpg,1,guardian
6157,Self-Sacrifice,"Commit only to a skill test (of any type) being performed by another investigator at your location. If this test fails, you must resolve all effects from the failed test, instead of the performing investigator. Then, either you draw 2 cards, or the performing investigator draws 2 cards.",skill,Spirit,tsh,Patrick McEvoy,https://arkhamdb.com/bundles/cards/06157.jpg,0,guardian
6158,Otherworld Codex,Uses (3 secrets). [action] Exhaust Otherworld Codex and spend 1 secret: Search the top 9 cards of the encounter deck and choose a non-[[Elite]] card among them. Discard a copy of the chosen card from play. Shuffle all of the searched cards back into the encounter deck.,asset,Item|Tome,tsh,Mark Molnar,https://arkhamdb.com/bundles/cards/06158.jpg,2,seeker
6159,Dream-Enhancing Serum,"Only the first copy of each card in your hand counts toward your maximum hand size. [reaction] After you draw a copy of a card that is already in your hand, reveal both copies and exhaust Dream-Enhancing Serum: Draw 1 card.",asset,Item|Science,tsh,Dani Hartel,https://arkhamdb.com/bundles/cards/06159.jpg,0,seeker
6160,"""Let God sort them out...""","Play only during one of your turns in which you defeated enemies with a total of 6 or more health. Add ""Let God sort them out..."" to the victory display and immediately end your turn. When earning experience during the resolution of this scenario, you earn 1 additional experience.",event,Tactic|Fated,tsh,Matthew Cowdery,https://arkhamdb.com/bundles/cards/06160.jpg,0,rogue
6161,Swift Reload,Fast. Play only during your turn. Choose a [[Firearm]] asset you control with fewer ammo tokens than its uses (X) value. Place ammo on that asset until it has ammo equal to its uses (X) value.,event,Tactic|Trick,tsh,Stephen Somers,https://arkhamdb.com/bundles/cards/06161.jpg,2,rogue
6162,Gregory Gry,"Uses (9 resources). [reaction] When you initiate a skill test, spend up to 3 resources from Gregory Gry: If this skill test succeeds by at least that amount, gain that many resources.",asset,Ally|Criminal|Dreamer,tsh,Hector Ortiz,https://arkhamdb.com/bundles/cards/06162.jpg,0,rogue
6163,Healing Words,Uses (3 charges). [action] Spend 1 charge: Heal 1 damage from an investigator at your location.,asset,Spell,tsh,Clark Huggins,https://arkhamdb.com/bundles/cards/06163.jpg,0,mystic
6164,Ethereal Form,"Evade. Add your [willpower] value to your skill value for this evasion attempt. If you succeed, disengage from each other enemy engaged with you, and for the remainder of the round, you are ethereal (enemies cannot engage or be engaged with you, and you cannot attack or deal damage to enemies).",event,Spell,tsh,Pavel Kolomeyets,https://arkhamdb.com/bundles/cards/06164.jpg,0,mystic
6165,Scrounge for Supplies,Choose a level 0 card in your discard pile. Add the chosen card to your hand.,event,Fortune,tsh,Patrick McEvoy,https://arkhamdb.com/bundles/cards/06165.jpg,0,survivor
6166,Brute Force,"Max 1 committed per skill test. While Brute Force is committed during a basic fight action, it gains [combat][combat] and the text: ""If this test is successful by 2 or more, this attack deals +2 damage.""",skill,Innate|Developed,tsh,Lukas Banas,https://arkhamdb.com/bundles/cards/06166.jpg,1,survivor
6167,Versatile,"Permanent. You get +5 Deck Size. Your investigator's Deckbuilding Options gain: ""one other level 0 card from any class ([guardian], [seeker], [rogue], [mystic], or [survivor]).""",asset,Talent,tsh,Dual Brush Studios,https://arkhamdb.com/bundles/cards/06167.jpg,2,neutral
06039,Beyond the Gates of Sleep,"Easy / Standard [skull] : -X. X is half the number of cards in your hand (rounded up). [cultist]: -X. X is the number of revealed Enchanted Woods locations. [tablet]: -2. If you fail and this is an attack or evasion attempt against a swarming enemy, add 1 swarm card to it.",scenario,No traits,tde,Unknown,https://arkhamdb.com/bundles/cards/06039.jpg,0,mythos
06040,Journey through the Gates,"Forced - When doom is placed on this agenda during the mythos phase, if any investigator is at a [[Steps]] location: Place 1 additional doom on this agenda.",agenda,No traits,tde,David Sourwine,https://arkhamdb.com/bundles/cards/06040.jpg,0,mythos
06041,Entering the Dreamlands,"Do not draw cards from the encounter deck during the mythos phase. Objective - If an investigator enters The Cavern of Flame, immediately advance.",act,No traits,tde,Julian Kok,https://arkhamdb.com/bundles/cards/06041.jpg,0,mythos
06042,The Trial of Nasht and Kaman-Thah,"Do not draw cards from the encounter deck during the mythos phase. Objective - If neither Nasht nor Kaman-Thah are in play, immediately advance.",act,No traits,tde,Julian Kok,https://arkhamdb.com/bundles/cards/06042.jpg,0,mythos
06043,The Final Descent,"Do not draw cards from the encounter deck during the mythos phase. Objective - If each investigator is at The Enchanted Path, immediately advance.",act,No traits,tde,Julian Kok,https://arkhamdb.com/bundles/cards/06043.jpg,0,mythos
06044,The Path,"Forced - After the first time any investigator enters an Enchanted Woods location: Record in your Campaign Log the dreamers strayed from the path . Objective - Only investigators at The Enchanted Path may spend the requisite number of clues, as a group, to advance.",act,No traits,tde,Julian Kok,https://arkhamdb.com/bundles/cards/06044.jpg,0,mythos
06045,Seventy Steps,Forced - When you leave the Seventy Steps: Take 1 horror for each card in your hand in excess of 5. [fast]: Choose and discard 1 card from your hand.,location,Steps,tde,Stephen Somers,https://arkhamdb.com/bundles/cards/06045.jpg,0,mythos
06046,The Cavern of Flame,Forced - At the end of the mythos phase: Each investigator in The Cavern of Flame takes 1 damage.,location,Cave|Steps,tde,Allan Bednar,https://arkhamdb.com/bundles/cards/06046.jpg,0,mythos
06047,Seven Hundred Steps,Forced - When you leave the Seven Hundred Steps: Take 1 horror for each card in your hand in excess of 3. [fast]: Choose and discard 1 card from your hand.,location,Steps,tde,Ian Kirkpatrick,https://arkhamdb.com/bundles/cards/06047.jpg,0,mythos
06048,Base of the Steps,"Forced - After you enter the Base of the Steps, if you have at least 1 card in your hand: Test [willpower] (X). X is the number of cards in your hand (after committing cards to this test) . If you fail, for each card in your hand, you must either take 1 horror or discard that card.",location,Steps|Woods,tde,Jason Caffoe,https://arkhamdb.com/bundles/cards/06048.jpg,0,mythos
06049,The Enchanted Path,The Enchanted Path is connected to each Enchanted Woods location. The Enchanted Path gets +1 shroud for each unrevealed Enchanted Woods location in play. [action] [action] [action]: You do as you were told... but you feel as though you are missing something. Place 1 clue on The Enchanted Path (from the token pool) .,location,Woods,tde,Frej Agelii,https://arkhamdb.com/bundles/cards/06049.jpg,0,mythos
06050,Enchanted Woods,"As an additional cost for you to leave this location, you must choose and discard 1 card from your hand for each clue on this location.",location,Woods,tde,Frej Agelii,https://arkhamdb.com/bundles/cards/06050.jpg,0,mythos
06051,Enchanted Woods,Forced - After a [[Zoog]] enemy with the swarming X keyword spawns at this location: Add 1 additional swarm card to it.,location,Woods,tde,Emilio Rodriguez,https://arkhamdb.com/bundles/cards/06051.jpg,0,mythos
06052,Enchanted Woods,Forced - After this location is revealed: Spawn the set-aside Laboring Gug at this location.,location,Woods,tde,Diana Martínez,https://arkhamdb.com/bundles/cards/06052.jpg,0,mythos
06053,Enchanted Woods,"While you are investigating this location, it gets +1 shroud for each card in your hand.",location,Woods,tde,Emilio Rodriguez,https://arkhamdb.com/bundles/cards/06053.jpg,0,mythos
06054,Enchanted Woods,Forced - After you enter this location: You must either take 2 horror or lose all of your remaining actions.,location,Woods,tde,Emilio Rodriguez,https://arkhamdb.com/bundles/cards/06054.jpg,0,mythos
06055,Enchanted Woods,"Forced - When your turn begins, if you are at this location: Reveal a random token from the chaos bag. If you reveal a [skull], [cultist], [tablet], [elder_thing], or [auto_fail] token, take 1 damage and lose 1 action.",location,Woods,tde,Emilio Rodriguez,https://arkhamdb.com/bundles/cards/06055.jpg,0,mythos
06056,Enchanted Woods,"Forced - After you reveal this location: If you do not leave this location before the end of the round, place 1 doom on the current agenda.",location,Woods,tde,Jason Caffoe,https://arkhamdb.com/bundles/cards/06056.jpg,0,mythos
06057,Kaman-Thah,"Aloof. Retaliate. [action]: Parley. Test [willpower] or [intellect] (2) to prove that you are worthy to enter the Dreamlands. This test gets +1 [per_investigator] difficulty. If you succeed, flip Kaman-Thah over and resolve the text on his other side. If you fail, Kaman-Thah attacks each investigator at his location. Forced - After you defeat Kaman-Thah: Flip him over and resolve the text on his other side.",enemy,Dreamlands|Warden|Elite,tde,Henning Ludvigsen,https://arkhamdb.com/bundles/cards/06057.jpg,0,mythos
06057b,The Trial of Kaman-Thah,"If you parleyed with Kaman-Thah, read the following: ""Your mind is strong,"" the guardian admits, "" but are you ready to shed your concept of truth? Of reality? If so, alter your clothing."" You protest out of confusion. ""This is a land of wills,"" the priest continues. ""If your resolve is truly strong enough, prove it to me."" You close your eyes and imagine a different outfit, straining to recall its texture, its color, its smell. Each and every thread of fabric. When you open your eyes, you are wearing it. ""Good,"" Kaman-Thah says, stepping aside. Add this card to the victory display. If you defeated Kaman-Thah, read the following: The priest entertains your silly notion of resistance for a few moments before his eyes turn fiery. He is completely unharmed. ""You are fierce. But ferocity will only get you so far. You may pass, but heed me: Not all problems can be solved with violence."" Add this card to the victory display.",story,No traits,tde,Unknown,https://arkhamdb.com/bundles/cards/06057b.jpg,0,mythos
06058,Nasht,"Aloof. Retaliate. [action]: Parley. Test [combat] or [agility] (2) to prove that you are worthy to enter the Dreamlands. This test gets +1 [per_investigator] difficulty. If you succeed, flip Nasht over and resolve the text on his other side. If you fail, Nasht attacks each investigator at his location. Forced - After you defeat Nasht: Flip him over and resolve the text on his other side.",enemy,Dreamlands|Warden|Elite,tde,Andreas Rocha,https://arkhamdb.com/bundles/cards/06058.jpg,0,mythos
06058b,The Trial of Nasht,"If you parleyed with Nasht, read the following: ""Your quest will lead to death,"" the priest foretells. ""Prove that you can survive what is to come, and I shall let you pass. Show me your weapon."" You open your hand and reveal the first weapon that comes to your mind. Nasht slaps it out of your hand. ""That is not a weapon. Show me your true weapon."" You think for a moment. What weapon could the guardian possibly be referring to? What weapon could help you survive a place like this? Then the answer hits you, plain as day. You point to your temple, and Nasht nods. ""Very well."" Add this card to the victory display. If you defeated Nasht, read the following: The guardian dismisses you with a gentle wave of his hand, and you are sent hurtling into the wall of the cavern. ""Your eyes mistake me for a feeble old man. This is your lesson: Do not trust your eyes, for they will lie to you."" He steps aside to let you pass. Add this card to the victory display.",story,No traits,tde,Unknown,https://arkhamdb.com/bundles/cards/06058b.jpg,0,mythos
06059,Randolph Carter,"You get +1 [combat] and +1 [agility]. [reaction] After a [tablet] symbol is revealed during a skill test at your location, exhaust Randolph Carter: Draw 2 cards.",asset,Ally|Dreamer,tde,Adam Lane,https://arkhamdb.com/bundles/cards/06059.jpg,0,neutral
06060,Laboring Gug,Hunter. Laboring Gug cannot enter The Enchanted Path.,enemy,Monster|Gug,tde,Hector Ortiz,https://arkhamdb.com/bundles/cards/06060.jpg,0,mythos
06061,Ancient Zoog,"Spawn - Any Enchanted Woods location (unrevealed, if able). Aloof. Forced - At the start of the enemy phase, if Ancient Zoog is ready: Add 1 swarm card to each swarming [[Zoog]] enemy in play.",enemy,Creature|Zoog|Elite,tde,Felicia Cano,https://arkhamdb.com/bundles/cards/06061.jpg,0,mythos
06062,Lost in the Woods,Surge. Revelation - Each investigator at an Enchanted Woods location tests [willpower] (3). Each investigator who fails loses 1 action and takes 1 horror.,treachery,Blunder,tde,Rafał Hrynkiewicz,https://arkhamdb.com/bundles/cards/06062.jpg,0,mythos
06063,Waking Nightmare,"Easy / Standard [skull]: -1 (-3 instead if you are engaged with a [[Staff]] enemy). [cultist]: Reveal another chaos token. If you fail and it is agenda 2 or 3, make an infestation test. [elder_thing]: -X. X is the number of infested locations.",scenario,No traits,tde,Unknown,https://arkhamdb.com/bundles/cards/06063.jpg,0,mythos
06065,The Infestation Spreads,Forced - At the end of the mythos phase: Make an infestation test.,agenda,No traits,tde,Robert Laskey,https://arkhamdb.com/bundles/cards/06065.jpg,0,mythos
06066,Hospital of Horrors,Forced - At the end of the mythos phase: Make an infestation test. Each [[Spider]] enemy at an infested location gets +1 fight and +1 evade.,agenda,No traits,tde,Robert Laskey,https://arkhamdb.com/bundles/cards/06066.jpg,0,mythos
06068,Search for the Patient,"Objective - If an investigator controls Randolph Carter, advance.",act,No traits,tde,Borja Pindado,https://arkhamdb.com/bundles/cards/06068.jpg,0,mythos
06069,Containing the Outbreak,"Each infested location gains: ""[action]: Test [willpower] (X) to attempt to seal the rift. X is this location's shroud. Investigators at this location may spend 1 [per_investigator] clues, as a group, to automatically succeed. If you succeed, replace the damage token on this location with a horror token. For the remainder of the game, this location cannot become infested."" Objective - If there are no infested locations in play, advance.",act,No traits,tde,Borja Pindado,https://arkhamdb.com/bundles/cards/06069.jpg,0,mythos
06070,Waiting Room,"While Waiting Room is not infested, it gains: ""[action]: Resign. You flee the hospital, leaving your companions behind.""",location,St Mary's,tde,Mark Molnar,https://arkhamdb.com/bundles/cards/06070.jpg,0,mythos
06071,Emergency Room,"While you are in the Emergency Room, each of your skill tests gets +1 difficulty for each card committed to it.",location,St Mary's,tde,Mark Molnar,https://arkhamdb.com/bundles/cards/06071.jpg,0,mythos
06072,Experimental Therapies Ward,"[reaction] When you investigate Experimental Therapies Ward, take 1 horror: Experimental Therapies Ward gets -2 shroud for this investigation.",location,St Mary's,tde,Yoann Boissonnet,https://arkhamdb.com/bundles/cards/06072.jpg,0,mythos
06073,Records Office,"[action] [action] [action] If you are not engaged with any enemies: One at a time, take 4 basic investigate actions.",location,St Mary's,tde,Mark Molnar,https://arkhamdb.com/bundles/cards/06073.jpg,0,mythos
06074,Stairwell,"[reaction] After you enter Stairwell from a non-[[Basement]] location: Move to a [[Basement]] location. Then, test [agility] (4). If you fail, take 2 damage. Forced - After Stairwell becomes infested: Make an infestation test.",location,St Mary's,tde,Robert Laskey,https://arkhamdb.com/bundles/cards/06074.jpg,0,mythos
06075,Morgue,"[action]: Test [willpower] (3). If you succeed, discover 1 clue at this location. If you fail, take 1 horror. Forced - After the last remaining clue is discovered from Morgue: Make an infestation test.",location,St Mary's|Basement,tde,Mark Molnar,https://arkhamdb.com/bundles/cards/06075.jpg,0,mythos
06076,Operating Room,"[action] [action]: Choose an investigator at your location and test [intellect] (4). If you succeed, heal 3 damage from that investigator. If you fail, deal 1 damage to that investigator.",location,St Mary's|Basement,tde,Robert Laskey,https://arkhamdb.com/bundles/cards/06076.jpg,0,mythos
06077,Private Room,"[action]: Parley. Test [willpower] (2). If you succeed, test [intellect] (2). If you succeed, investigators at this location may spend 1 [per_investigator] clues as a group to give control of the set-aside Randolph Carter asset to an investigator at this location.",location,St Mary's|Basement,tde,Robert Laskey,https://arkhamdb.com/bundles/cards/06077.jpg,0,mythos
06078,The Infestation Begins...,"Place 1 damage token on the location with the most clues (the 2 locations with the most clues if there are 3 or 4 investigators in the game). For the remainder of the scenario, damage tokens on locations represent the spreading infestation. Each location with a damage token on it is an ""infested"" location. Create a separate bag consisting of the following tokens: [skull], [tablet], [tablet], [tablet], [tablet], [cultist], [cultist]. (If you do not have a second bag, use a cup, bowl, or other opaque container.) This is the infestation bag, and these are infestation tokens. They are not chaos tokens. Some abilities will instruct the players to make an infestation test. An infestation test may cause the infestation to spread to other locations or endanger investigators at infested locations. To resolve an infestation test, an investigator must reveal a random infestation token from the infestation bag, and resolve the effects for that token as indicated on the other side of this card. Flip this card over and place it next to the scenario reference card.",story,No traits,tde,Unknown,https://arkhamdb.com/bundles/cards/06078.jpg,0,mythos
06079,Randolph Carter,"You get +1 [willpower] and +1 [intellect]. [reaction] After an [elder_thing] symbol is revealed during a skill test at your location, exhaust Randolph Carter: Draw 2 cards.",asset,Ally|Dreamer,tde,Patrick McEvoy,https://arkhamdb.com/bundles/cards/06079.jpg,0,neutral
06080,Dr. Shivani Maheswaran,"[fast] Exhaust Dr. Shivani Maheswaran: Automatically evade an engaged Suspicious Orderly. [reaction] When an investigator reveals a [skull] or [cultist] symbol on an infestation token, remove Dr. Shivani Maheswaran from the game: Cancel that token and return it to the infestation bag.",asset,Ally|Medic,tde,Derek D. Edgell,https://arkhamdb.com/bundles/cards/06080.jpg,0,neutral
06081,Suspicious Orderly,"Hunter. Suspicious Orderly cannot attack, be attacked, or be dealt damage. While Suspicious Orderly is engaged with you, you cannot investigate.",enemy,Humanoid|Staff,tde,Robert Laskey,https://arkhamdb.com/bundles/cards/06081.jpg,0,mythos
06082,Corrupted Orderly,Hunter. Forced - When Corrupted Orderly is dealt 1 or more damage while at an infested location: Cancel 1 of that damage.,enemy,Humanoid|Staff|Spider,tde,Robert Laskey,https://arkhamdb.com/bundles/cards/06082.jpg,0,mythos
06083,Outbreak,"Revelation - Perform an infestation test. If you are at an infested location, treat each [tablet] token you reveal as a [skull] token instead.",treachery,Hazard,tde,Dimitri Bielak,https://arkhamdb.com/bundles/cards/06083.jpg,0,mythos
06084,Grey Weaver,"Prey - Lowest [agility]. Hunter. While Grey Weaver is ready, each investigator at its location cannot take move actions.",enemy,Monster|Spider,tde,Helge C. Balzer,https://arkhamdb.com/bundles/cards/06084.jpg,0,mythos
06085,Will of the Spider-Mother,"Revelation - Test [willpower] (3). If there is a [[Spider]] enemy at your location, you cannot commit cards to this skill test. If you fail, you cannot attack or investigate until the end of the round.",treachery,Power,tde,Helge C. Balzer,https://arkhamdb.com/bundles/cards/06085.jpg,0,mythos
06086,The Crawling Mist,Prey - Most cards in hand. Hunter. Massive. Increase the difficulty for you to attack or attempt to evade The Crawling Mist by 1 for each card in your hand with an encounter card back.,enemy,Monster|Avatar,tde,Dual Brush Studios,https://arkhamdb.com/bundles/cards/06086.jpg,0,mythos
06087,Law of 'Ygiroth,Peril. Hidden. Revelation - Secretly add this card to your hand. You cannot play cards or trigger abilities on player cards with an odd printed resource cost. [action] Discard a player card with an even printed resource cost from your hand: Discard this card from your hand.,treachery,Terror,tde,Billy Norrby,https://arkhamdb.com/bundles/cards/06087.jpg,0,mythos
06088,Law of 'Ygiroth,Peril. Hidden. Revelation - Secretly add this card to your hand. You cannot commit cards to skill tests with an odd number of total skill icons on them. [action] Discard a player card with an even number of total skill icons from your hand: Discard this card from your hand.,treachery,Terror,tde,Billy Norrby,https://arkhamdb.com/bundles/cards/06088.jpg,0,mythos
06089,Law of 'Ygiroth,Peril. Hidden. Revelation - Secretly add this card to your hand. You cannot play cards or commit cards to skill tests with an odd number of words in their title. (A word is any text separated by spaces.) [action] Discard a player card with an even number of words in its title from your hand: Discard this card from your hand.,treachery,Terror,tde,Billy Norrby,https://arkhamdb.com/bundles/cards/06089.jpg,0,mythos
06090,Whispers of Hypnos,"Peril. Revelation - Choose a skill ([willpower], [intellect], [combat], or [agility]). For the remainder of the round, each investigator gets -2 to the chosen skill. You cannot choose a skill that has already been chosen by a copy of this effect this round.",treachery,Terror,tde,Adam Lane,https://arkhamdb.com/bundles/cards/06090.jpg,0,mythos
06091,Hunting Ghast,Hunter. Prey - Most damage. Forced - After Hunting Ghast enters a location with a [[Gug]] enemy: Ready each [[Gug]] enemy at its location and deal 1 damage to Hunting Ghast.,enemy,Humanoid|Monster|Ghast,tde,Owen William Weber,https://arkhamdb.com/bundles/cards/06091.jpg,0,mythos
06092,Lumbering Gug,Forced - After Lumbering Gug exhausts: It does not ready during the next upkeep phase.,enemy,Monster|Gug,tde,Andreas Rocha,https://arkhamdb.com/bundles/cards/06092.jpg,0,mythos
06093,Dreamer's Curse,"Revelation - Test [willpower] (5). For each point you fail by, take 1 damage, to a maximum of 3 damage. For the purposes of counting icons committed to this skill test, [intellect], [combat], and [agility] icons count as matching icons, and [willpower] and [wild] icons count as 2 matching icons.",treachery,Curse,tde,Tiziano Baracchi,https://arkhamdb.com/bundles/cards/06093.jpg,0,mythos
06094,Somniphobia,"Revelation - Test [willpower] (5). For each point you fail by, take 1 horror, to a maximum of 3 horror. For the purposes of counting icons committed to this skill test, [intellect], [combat], and [agility] icons count as matching icons, and [willpower] and [wild] icons count as 2 matching icons.",treachery,Terror,tde,Michael Williams,https://arkhamdb.com/bundles/cards/06094.jpg,0,mythos
06095,Deeper Slumber,Revelation - Put Deeper Slumber into play in your threat area. Your maximum hand size is reduced by 3 and is checked after each time you draw 1 or more cards. [action] [action]: Discard Deeper Slumber.,treachery,Curse,tde,Sacha Angel Diener,https://arkhamdb.com/bundles/cards/06095.jpg,0,mythos
06096,Dreamlands Eclipse,"Revelation - Put Dreamlands Eclipse into play next to the agenda deck. Forced - When you initiate an investigation: You must either take 1 horror, or your location gets +2 shroud for this investigation. Forced - At the end of the round: Discard Dreamlands Eclipse.",treachery,Power,tde,Jason Caffoe,https://arkhamdb.com/bundles/cards/06096.jpg,0,mythos
06097,Prismatic Phenomenon,"Revelation - Put Prismatic Phenomenon into play in your threat area. The first time you perform one of the following actions (draw, resource, or play) each round, it costs 1 additional action. Forced - After you successfully investigate a location: Instead of discovering clues, discard Prismatic Phenomenon.",treachery,Power,tde,Dual Brush Studios,https://arkhamdb.com/bundles/cards/06097.jpg,0,mythos
06098,Night Terrors,"Revelation - Put Night Terrors into play in your threat area. Forced - After you fail a skill test: Reveal the top 3 cards of your deck. Draw each weakness revealed this way and remove the other cards from the game. [action] If Night Terrors is in your threat area: Test [willpower] (4). After this test ends, discard Night Terrors (even if you fail) .",treachery,Terror,tde,Rafał Hrynkiewicz,https://arkhamdb.com/bundles/cards/06098.jpg,0,mythos
06099,Glimpse of the Underworld,"Revelation - Put Glimpse of the Underworld into play in your threat area. Forced - When you would take damage and/or horror: Take 1 additional damage or horror. [fast]: Discard Glimpse of the Underworld. Then, take 1 damage and 1 horror.",treachery,Terror,tde,Robert Laskey,https://arkhamdb.com/bundles/cards/06099.jpg,0,mythos
06100,Threads of Reality,"Revelation - Attach to the non-permanent, non-weakness asset you control with the highest printed cost. Otherwise, Threads of Reality gains surge. Treat attached asset as if its printed text box were blank (except for [[Traits]] and forced abilities). [action] Discard an asset you control: Discard Threads of Reality.",treachery,Power,tde,Dual Brush Studios,https://arkhamdb.com/bundles/cards/06100.jpg,0,mythos
06101,Spider of Leng,"Forced - When the enemy phase ends: Add 1 swarm card to each Swarm of Spiders enemy in play. If there are no Swarm of Spiders enemies in play, search the encounter deck and discard pile for a Swarm of Spiders enemy and spawn it at Spider of Leng's location with no swarm cards.",enemy,Monster|Spider,tde,Rafał Hrynkiewicz,https://arkhamdb.com/bundles/cards/06101.jpg,0,mythos
06102,Swarm of Spiders,Swarming 2. X equals the number of Swarm of Spiders enemies at this location (including swarm cards) .,enemy,Creature|Spider,tde,Ethan Patrick Harris,https://arkhamdb.com/bundles/cards/06102.jpg,0,mythos
06103,Sickening Webs,"Revelation - Attach to your location. Each [[Spider]] enemy at attached location gains retaliate and alert. Investigators cannot move out of attached location. [action]: Test [combat] (3) or [agility] (3). If you succeed, discard Sickening Webs.",treachery,Obstacle,tde,Rafał Hrynkiewicz,https://arkhamdb.com/bundles/cards/06103.jpg,0,mythos
06104,Hunted by Corsairs,"Revelation - Attach Hunted by Corsairs to the current act. Forced - When the act advances: Each investigator takes 2 damage. Attached act gains: ""[action]: Test [intellect] (4) to outwit the Corsairs or [agility] (4) to sneak past them. If you succeed, discard Hunted by Corsairs.""",treachery,Scheme,tde,Joshua Cairós,https://arkhamdb.com/bundles/cards/06104.jpg,0,mythos
06105,Corsair of Leng,Spawn - Nearest [[City]] or [[Surface]] location. Alert. Forced - After Corsair of Leng attacks via its alert keyword: It gets -3 evade for the remainder of the phase.,enemy,Humanoid|Monster,tde,Marius Bota,https://arkhamdb.com/bundles/cards/06105.jpg,0,mythos
06106,Furtive Zoog,Spawn - Engaged with the investigator at your location with the lowest [combat]. Prey - Lowest [combat]. Retaliate. Swarming 1.,enemy,Creature|Zoog,tde,Felicia Cano,https://arkhamdb.com/bundles/cards/06106.jpg,0,mythos
06107,Stealthy Zoog,Spawn - Engaged with the investigator at your location with the lowest [agility]. Prey - Lowest [agility]. Alert. Swarming 1.,enemy,Creature|Zoog,tde,Felicia Cano,https://arkhamdb.com/bundles/cards/06107.jpg,0,mythos
06108,Inconspicuous Zoog,"Spawn - Any connecting location. Hunter. Swarming 2. Forced - When Inconspicuous Zoog is defeated: Cancel all excess damage and move any of its remaining swarm/host cards to a connecting location, exhausted.",enemy,Creature|Zoog,tde,Felicia Cano,https://arkhamdb.com/bundles/cards/06108.jpg,0,mythos
06109,Zoog Burrow,"Revelation - Test [agility] (3). For each point you fail by, add 1 swarm card to the nearest swarming [[Zoog]] enemy. If you fail and there are no such enemies in play, search the encounter deck and discard pile for a [[Zoog]] enemy, draw it, and shuffle the encounter deck.",treachery,Hazard,tde,Felicia Cano,https://arkhamdb.com/bundles/cards/06109.jpg,0,mythos
06001,Tommy Muldoon,"[reaction] When an asset you control is defeated: Gain X resources, where X is the total amount of damage and horror on that asset. Shuffle that asset into your deck. [elder_sign] effect: +2. You may move up to 2 damage and/or horror from Tommy Muldoon to an asset you control, or vice versa.",investigator,Police|Warden,tde,Magali Villeneuve,https://arkhamdb.com/bundles/cards/06001.png,0,guardian
